benchmark_id,strategy,query,difficulty,retrieval_challenge,precision_at_k,recall_at_k,hit,reciprocal_rank,map_at_k,r_precision,ndcg_at_k,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
75_tp_ac0c4f,semantic,TCP/IP and HTTP protocol notes,easy,lexical,0.2,0.125,True,0.25,0.0312,0.125,0.1461,42.68,,study,,,Study - Computer Networks,,"75,118,159,162,168,180,237,276","633,654,532,159,350",
62_tp_d2020d,semantic,Kubernetes cluster management notes,medium,lexical,0.4,0.25,True,1.0,0.2083,0.25,0.5087,42.16,,study,,,Study - Kubernetes,,"62,118,181,230,383,410,419,548","62,712,118,812,912",
62_tp_9d6d2c,semantic,Container orchestration with K8s,hard,lexical_gap,0.6,0.375,True,1.0,0.3438,0.375,0.6992,45.95,,study,,,Study - Kubernetes,,"62,118,181,230,383,410,419,548","62,383,75,118,712",
63_tp_d8d22b,semantic,Authentication and JWT token notes,medium,lexical,0.2,0.125,True,1.0,0.125,0.125,0.3392,44.53,,study,,,Study - Security,,"63,129,165,189,227,244,276,287","63,843,541,743,943",
63_tp_6690cb,semantic,How does OAuth 2.0 work?,medium,semantic,0.4,0.25,True,0.5,0.1458,0.25,0.3836,48.12,,question,,,Questions,,"63,129,165,189,227,244,276,287","408,63,189,697,797",
61_tp_217848,semantic,What eviction policies does Redis support?,medium,semantic,0.4,0.25,True,1.0,0.25,0.25,0.5531,42.99,,question,,,Questions,,"61,73,92,103,124,146,157,169","103,73,643,673,773",
58_tp_3d1edd,semantic,What types of indexes does PostgreSQL support?,medium,semantic,0.2,0.125,True,1.0,0.125,0.125,0.3392,45.34,,question,,,Questions,,"58,66,74,104,113,114,136,139","104,731,831,417,931",
58_tp_7b89c1,semantic,When should I use GIN vs B-tree indexes?,hard,comparison,0.2,0.2,True,0.5,0.1,0.2,0.214,44.52,,question,,,Questions,,"58,66,74,104,139","886,139,786,686,986",
65_tp_d64f03,semantic,How does retrieval augmented generation work?,medium,semantic,0.4,0.25,True,1.0,0.2083,0.25,0.5087,40.07,,question,,,Questions,,"65,114,186,197,219,222,267,296","65,184,186,398,119",
65_tp_0a59fb,semantic,What are the steps in a RAG pipeline?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,44.13,,question,,,Questions,,"65,114,186,197,219,222,267,296","930,830,730,446,1030",
168_tp_cc9fa1,semantic,How are text embeddings generated?,medium,semantic,0.2,0.125,True,0.5,0.0625,0.125,0.214,49.09,,question,,,Questions,,"168,183,228,289,298,323,376,486","926,298,726,826,1026",
168_tp_df38ac,semantic,What is the difference between semantic and keyword search?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,42.28,,question,,,Questions,,"168,183,228,289,298,323,376,486","86,89,696,252,796",
184_tp_c5a4df,semantic,What is due this week?,medium,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,45.47,,todo,,,Tasks,,"233,368,498","77,341,423,453,393",
184_tp_cf679c,semantic,Upcoming deadlines and submission dates,medium,temporal,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,43.6,,todo,,,Tasks,,"233,368,498","233,498,506,411,607",
184_tp_96ea32,semantic,Tasks I need to complete before month end,hard,temporal,0.2,0.3333,True,0.2,0.0667,0.0,0.1815,37.22,,todo,,,Tasks,,"233,368,498","79,82,601,453,498",
78_tp_63adc1,semantic,What appointments have I booked this month?,medium,temporal,0.2,0.5,True,1.0,0.5,0.5,0.6131,39.09,,reminder,,,Appointments,,"78,559","559,79,620,601,198",
78_tp_a0f1d8,semantic,My upcoming travel and trip bookings,easy,temporal,0.2,0.3333,True,0.3333,0.1111,0.3333,0.2346,41.14,,todo,,,Travel,,"78,81,115","538,627,81,539,407",
78_tp_219ffa,semantic,Transport and accommodation I need to arrange,medium,lexical_gap,0.4,0.25,True,0.3333,0.1042,0.25,0.3156,51.75,,todo,,,Travel,,"78,81,115,126,128,130,160,171","577,538,115,128,407",
103_tp_7520ad,semantic,Redis vs PostgreSQL — when to use each for persistence?,hard,comparison,0.4,0.2857,True,1.0,0.2857,0.2857,0.5531,43.64,,study,,,Study - System Design,,"103,104,73,74,58,92,61","73,61,269,724,824",
72_tp_807260,semantic,Docker vs Kubernetes — what is the difference?,hard,comparison,0.2,0.3333,True,0.3333,0.1111,0.3333,0.2346,46.5,,study,,,Study - System Design,,"118,62,383","912,712,118,812,1012",
65_tp_205f1c,semantic,How do I decide between hybrid retrieval and cross-encoder reranking?,hard,multi_hop,0.4,0.4,True,1.0,0.3333,0.4,0.5087,46.94,,study,,,Study - AI,,"67,176,119,88,123","67,776,123,676,876",
89_tp_0f29db,semantic,What have I documented about retrieval quality in KnowledgeVault?,hard,multi_hop,0.4,0.2857,True,1.0,0.2381,0.2857,0.5087,45.6,,reference,,,Reference - KnowledgeVault,,"89,485,487,402,595,88,90","90,310,88,555,86",
58_tp_32b5cf,semantic,All my university and course study notes,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,42.68,,study,,,Study Tasks,,"58,61,62,66,69,122,130,131","444,290,699,583,799",
85_tp_f46697,semantic,All my brainstorming and ideation notes,easy,synthesis,0.2,0.125,True,1.0,0.125,0.125,0.3392,38.4,,idea,,,Ideas,,"85,86,117,143,157,178,225,240","85,459,87,416,617",
72_tp_32bacd,semantic,My technical reference cheat sheets,easy,synthesis,0.2,0.1667,True,0.5,0.0833,0.1667,0.214,39.17,,reference,,,Reference Notes,,"72,73,74,75,122,135","309,74,485,110,235",
54_tp_b42b02,semantic,All my communication and message drafts,easy,synthesis,0.4,0.3333,True,0.5,0.1944,0.3333,0.3836,40.87,,communication,,,Communication,,"54,56,57,106,132,141","371,141,56,582,290",
76_tp_c52e4b,semantic,Errands I need to run today,medium,lexical_gap,0.2,0.125,True,1.0,0.125,0.125,0.3392,42.54,,todo,,,To Do,,"76,164,190,202,286,309,322,475","475,79,735,375,835",
76_tp_c74a5f,semantic,Things I need to pick up from the store,easy,lexical_gap,0.6,0.375,True,1.0,0.375,0.375,0.7227,40.82,,todo,,,Shopping,,"76,164,190,202,286,309,322,475","76,322,475,393,182",
173_tp_f41c30,semantic,Physical training and exercise plan,easy,lexical_gap,0.4,0.25,True,0.5,0.1125,0.25,0.3452,39.49,,todo,,,Health,,"173,202,291,317,380,621,631,680","83,631,481,437,621",
173_tp_7bafaa,semantic,How am I planning to stay healthy?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,40.17,,question,,,Questions,,"173,202,291,317,380,621,631,680","83,212,79,84,286",
82_tp_86df0e,semantic,How much am I spending per month?,medium,semantic,0.8,0.5,True,1.0,0.5,0.5,0.8688,42.35,,question,,,Questions,,"82,210,216,281,331,345,407,535","216,82,331,281,490",
82_tp_3665b0,semantic,Personal finance tracking notes,easy,semantic,0.4,0.25,True,0.5,0.1458,0.25,0.3836,38.3,,reference,,,Finance,,"82,210,216,281,331,345,407,535","87,82,216,285,393",
246_tp_6ef122,semantic,BRPOPLPUSH reliable queue implementation,hard,exact_phrase,0.6,0.375,True,1.0,0.3021,0.375,0.6548,39.4,,reference,,,Reference - Redis,,"246,433,643,673,684,705,773,784","773,873,673,643,973",
229_tp_454ff2,semantic,ACID properties of databases,easy,exact_phrase,1.0,0.8333,True,1.0,0.8333,0.8333,1.0,37.88,,study,,,Study - DBMS,,"229,690,790,890,990,1090","790,890,229,690,990",
518_tp_930ea0,semantic,RRF score combination for hybrid search,hard,exact_phrase,1.0,1.0,True,1.0,1.0,1.0,1.0,41.79,,study,,,Study - AI,,"518,718,818,918,1018","918,718,818,518,1018",
215_tp_55df73,semantic,HNSW approximate nearest neighbor algorithm,hard,exact_phrase,1.0,0.7143,True,1.0,0.7143,0.7143,1.0,39.79,,study,,,Study - AI,,"215,430,681,781,881,981,1081","781,881,681,215,981",
76_tp_5c724a,semantic,What do I need to buy this weekend?,easy,semantic,0.6,0.375,True,0.5,0.2396,0.375,0.5296,38.25,,todo,,,Shopping,,"76,164,190,202,309,322,393,475","77,76,322,393,286",
55_tp_3ff20c,semantic,All my pending reminders and follow-ups,easy,semantic,0.2,0.1667,True,0.2,0.0333,0.1667,0.1312,39.19,,reminder,,,Reminders,,"55,152,212,312,542,557","79,191,392,372,312",
55_tp_05e927,semantic,What have I told myself not to forget?,medium,lexical_gap,0.2,0.1667,True,1.0,0.1667,0.1667,0.3392,37.44,,reminder,,,Reminders,,"55,152,212,312,542,557","212,647,475,290,505",
117_tp_44e6df,semantic,LeetCode patterns and problem-solving techniques,medium,lexical,0.6,0.375,True,1.0,0.3021,0.375,0.6548,40.7,,study,,,Study - Interview Prep,,"117,127,187,224,271,279,282,316","224,611,316,187,546",
117_tp_7bf7d7,semantic,How do I approach dynamic programming questions?,hard,semantic,0.2,0.125,True,0.3333,0.0417,0.125,0.1696,41.58,,question,,,Questions,,"117,127,187,224,271,279,282,316","562,459,117,352,302",
70_tp_39b780,semantic,System design concepts I need to review,medium,semantic,0.4,0.25,True,0.5,0.125,0.25,0.3601,36.69,,study,,,Study - System Design,,"70,145,267,305,309,334,344,346","392,70,360,309,99",
70_tp_c6f60d,semantic,How do I design a scalable URL shortener?,hard,semantic,0.2,0.125,True,0.3333,0.0417,0.125,0.1696,41.15,,question,,,Questions,,"70,145,267,305,309,334,344,346","602,93,346,386,644",
83_tp_a140c7,semantic,Behavioral interview story preparation,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,36.64,,study,,,Study - Interview Prep,,"83,85,113,114,116,131,134,135","468,294,360,344,263",
100_tp_b51d58,semantic,Resume writing tips and improvement notes,easy,lexical,0.6,0.5,True,1.0,0.5,0.5,0.7227,38.51,,reference,,,Reference - Career,,"100,142,185,270,523,525","142,100,185,415,87",
100_tp_fcae97,semantic,How should I write my software engineer resume?,easy,semantic,0.8,0.6667,True,1.0,0.6667,0.6667,0.8688,36.98,,question,,,Questions,,"100,142,185,270,523,525","100,142,525,185,330",
78_tp_c601ae,semantic,Books I am reading or have read recently,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,38.18,,reference,,,Reference - Books,,"78,128,155,160,172,182,194,234","240,528,290,309,565",
78_tp_0f3259,semantic,Reading list and book notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,37.76,,reference,,,Reference - Books,,"78,128,155,160,172,182,194,234","87,444,235,290,203",
304_tp_4994bc,semantic,Habit formation notes from Atomic Habits,easy,lexical,0.4,0.25,True,1.0,0.2083,0.25,0.5087,40.11,,study,,,Study - Books,,"304,317,482,557,631,634,698,734","482,73,557,318,116",
304_tp_37657b,semantic,Summary of James Clear's key ideas on habits,medium,lexical_gap,0.2,0.125,True,1.0,0.125,0.125,0.3392,38.92,,study,,,Study - Books,,"304,317,482,557,631,634,698,734","482,240,496,309,235",
71_tp_43e20b,semantic,Online courses and tutorials I am taking,easy,semantic,0.2,0.125,True,0.3333,0.0417,0.125,0.1696,38.81,,study,,,Study - Learning,,"71,145,231,266,357,394,417,471","863,763,471,663,963",
133_tp_12eb56,semantic,Sleep improvement techniques and tips,medium,lexical,0.2,0.125,True,0.5,0.0625,0.125,0.214,37.74,,reference,,,Reference - Health,,"133,136,202,288,348,380,434,538","622,434,574,317,548",
133_tp_2c6b3e,semantic,How can I improve my sleep quality?,medium,semantic,0.2,0.125,True,1.0,0.125,0.125,0.3392,36.86,,question,,,Questions,,"133,136,202,288,348,380,434,538","434,622,574,548,317",
109_tp_f852f9,semantic,Nutrition and supplement tracking notes,easy,semantic,0.4,0.5,True,1.0,0.5,0.5,0.6367,48.37,,reference,,,Reference - Health,,"109,133,226,286","286,133,322,285,216",
109_tp_f444c2,semantic,What supplements should I be taking?,medium,semantic,0.8,1.0,True,1.0,1.0,1.0,1.0,39.0,,question,,,Questions,,"109,133,226,286","133,286,226,109,84",
152_tp_3685ae,semantic,Mental health practices and coping strategies,medium,semantic,0.6,0.6,True,1.0,0.55,0.6,0.6992,38.22,,reference,,,Reference - Health,,"152,288,317,472,575","288,575,212,472,201",
152_tp_5aba2a,semantic,My notes on managing stress and anxiety,medium,semantic,0.4,0.4,True,1.0,0.4,0.4,0.5531,37.95,,reference,,,Reference - Health,,"152,288,317,472,575","288,472,212,356,539",
117_tp_eab7a3,semantic,Plans for open source and public building,medium,semantic,0.6,0.375,True,0.5,0.2396,0.375,0.5296,37.3,,idea,,,Ideas,,"117,141,395,400,440,453,522,554","255,141,554,117,106",
117_tp_594cbf,semantic,Notes on growing my developer presence online,medium,lexical_gap,0.2,0.125,True,0.3333,0.0417,0.125,0.1696,36.51,,idea,,,Ideas,,"117,141,395,400,440,453,522,554","255,330,141,155,555",
0_tp_07253f,semantic,Fortran programming and legacy code notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,51.35,,general,,,General,,,"465,547,227,169,389",
0_tp_13e990,semantic,Ancient history and archaeology notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,36.78,,general,,,General,,,"565,290,372,386,619",
0_tp_f9589c,semantic,Wine and cheese pairing recommendations,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,38.71,,general,,,General,,,"81,363,69,639,139",
0_tp_5abfd7,semantic,Piano lessons and music theory notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,37.58,,general,,,General,,,"444,290,87,637,733",
0_tp_4fb99e,semantic,Gardening and plant care notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,37.83,,general,,,General,,,"899,583,799,699,999",
1,intent,What startup ideas do I have?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,149.71,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,178",
2,intent,Show my AI research reading goals,easy,,0.2,0.25,True,1.0,0.25,0.25,0.3904,68.6,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67",65,
3,intent,How can I improve my health?,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,43.46,question,todo,False,,To Do,,"83,84",,
4,intent,Show my finance reminders,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,49.21,reminder,todo,False,Reminders,To Do,False,"77,82","557,542,312,84,80",
5,intent,Evaluation report work,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,60.16,general,reference,False,General,Reference Notes,False,"90,89","1093,1078,1077,1067,1059",
6,intent,Markdown support,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,48.67,general,reference,False,General,Reference Notes,False,"72,73,74,75","1093,1078,1077,1067,1059",
7,intent,Improve search latency,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,49.2,general,reference,False,General,Reference Notes,False,"93,89","1093,1078,1077,1067,1059",
8,intent,Attachment upload feature,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,50.14,general,reference,False,General,Reference Notes,False,94,"1093,1078,1077,1067,1059",
9,intent,Flutter improvements,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,48.1,general,reference,False,General,Reference Notes,False,"97,98","1093,1078,1077,1067,1059",
10,intent,Networking concepts,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,44.17,idea,study,False,Ideas - AI,Study Tasks,False,"71,62",85,
11,intent,Object oriented programming revision,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,43.45,study,study,True,,Study Tasks,,"59,60",,
12,intent,Interview preparation,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,49.91,general,study,False,General,Study Tasks,False,"70,99","1093,1078,1077,1067,1059",
13,intent,Portfolio website,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,46.91,general,todo,False,General,To Do,False,"100,97","1093,1078,1077,1067,1059",
14,intent,Documentation tasks,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,44.64,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95",96,
15,intent,Deploy KnowledgeVault,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,56.44,todo,todo,True,Tasks,To Do,True,91,"1102,1098,1096,1092,1086",
16,intent,Update GitHub README,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,62.03,todo,todo,True,Tasks,To Do,True,96,"1102,1098,1096,1092,1086",
17,intent,Resume preparation,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,46.49,general,todo,False,General,To Do,False,100,"1093,1078,1077,1067,1059",
18,intent,Weekend trip,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,46.32,general,todo,False,General,To Do,False,81,"1093,1078,1077,1067,1059",
19,intent,Bills to pay,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,44.29,todo,todo,True,Bills,To Do,True,"77,82","1035,935,835,735,375",
20,intent,Doctor appointment,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,47.87,reminder,todo,False,Appointments,To Do,True,"78,79","79,557,542,312,84",
21,intent,Shopping list,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,60.75,general,todo,False,General,To Do,False,76,"1093,1078,1077,1067,1059",
22,intent,Things I need to tell Sid,easy,,0.4,0.5,True,0.5,0.2917,0.5,0.4415,53.87,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
23,intent,Next meeting with the design team,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,42.1,event,meeting,False,,Meetings,,"106,107",,
24,intent,Project deadline for the alpha release,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,56.12,todo,project,False,Tasks,Projects,False,"89,91","1102,1098,1096,1092,1086",
25,intent,Remind me to call mom,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,42.83,communication,todo,False,,To Do,,"78,79",,
26,intent,What is the theory of relativity?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,40.18,question,question,True,,Questions,,"103,104,105",,
27,intent,Ideas for my new blog post,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,44.25,idea,idea,True,,Ideas,,"85,86,87,88",,
28,intent,How to set up a kubernetes cluster,hard,,0.0,0.0,False,0.0,0.0,0.0,0.0,45.55,question,study,False,,Study Tasks,,62,,
29,intent,Things to discuss with Sid at the next meeting,easy,,0.4,0.5,True,0.5,0.2917,0.5,0.4415,45.84,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
30,intent,Study materials for machine learning,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,42.07,study,study,True,,Study Tasks,,"64,65,66,67",,
31,intent,Meeting notes from Q3 planning,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,66.63,event,meeting,False,,Meetings,,"106,107",,
32,intent,What are the project requirements for KnowledgeVault?,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,43.63,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96",,
33,intent,Reminders for next week,medium,,0.2,0.2,True,0.2,0.04,0.2,0.1312,57.99,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","557,542,312,84,80",
34,intent,Questions to ask during the interview,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,41.1,communication,question,False,,Questions,,"70,99",,
35,intent,Brainstorming app names,easy,,0.2,0.25,True,1.0,0.25,0.25,0.3904,49.09,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88",85,
36,intent,Redis and PostgreSQL reference notes,hard,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,55.32,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","74,1105,1005,905,805",
37,intent,Message to send to Siddhant about backend,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,46.39,communication,communication,True,,Things to Tell Sid,,"56,57,54",,
38,intent,Study schedule for finals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,41.95,study,study,True,,Study Tasks,,"58,59,60,61",,
39,intent,Sprint planning meeting summary,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,39.82,event,meeting,False,,Meetings,,"107,106",,
40,intent,Timeline for the beta launch,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,53.48,todo,todo,True,Tasks,To Do,True,"89,91","1102,1098,1096,1092,1086",
41,intent,Don't forget to buy milk,easy,,0.2,1.0,True,0.5,0.5,0.0,0.6309,59.48,todo,todo,True,Shopping,To Do,True,76,"322,76,1102,1098,1096",
42,intent,How does Redis eviction work?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,44.63,question,question,True,,Questions,,"103,73,61",,
43,intent,Ideas for improving KnowledgeVault,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,43.06,idea,idea,True,,Ideas,,"86,87,88,89,90",,
44,intent,Docker commands cheat sheet,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,46.28,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","75,72",
45,intent,Tell Sid about the hackathon,easy,,0.2,0.5,True,0.3333,0.1667,0.0,0.3066,61.07,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","247,57,54",
46,intent,System design interview study,medium,,0.2,0.25,True,1.0,0.25,0.25,0.3904,45.37,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60",70,
47,intent,Weekly sync notes,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,40.55,reference,meeting,False,,Meetings,,"106,107",,
48,intent,Budget and monthly expenses,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,50.14,general,todo,False,General,To Do,False,"82,77","1093,1078,1077,1067,1059",
49,intent,Health checkup and appointments,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,52.98,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,557,542,312,84",
50,intent,What are PostgreSQL index types?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,62.06,question,question,True,,Questions,,"104,74,58",,
108_tp_62f888,intent,What are useful Python tips and tricks I've learned?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,49.15,question,study,False,Questions - Python,Study - Python,False,"108,174,177,206,232,239,272,283","1045,1036,945,936,845",
108_tp_89ce75,intent,Show my Python programming notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,42.29,reference,study,False,,Study - Python,,"108,174,177,206,232,239,272,283",,
170_tp_39fb15,intent,How does Python async programming work?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,51.16,question,study,False,Questions - Python,Study - Python,False,"170,283,304,359,364,372,471,661,662,663","1045,1036,945,936,845",
